"Group.1" "x"
"156" 159 5007.21079610946
"157" 160 5193.96166633104
"158" 161 5601.74751710599
"159" 162 5876.55480122854
"160" 163 5956.24075412192
"161" 164 6181.9036669867
"162" 165 6765.07410446873
"163" 166 7373.8388498309
"164" 167 7712.66636128989
"165" 168 9983.30344948474
"166" 169 9982.83108397666
"167" 170 7587.35561870356
"168" 171 6673.09398693134
"169" 172 6891.69973709564
"170" 173 7856.49801127018
"171" 174 8559.93262993705
"172" 175 8382.00259726879
"173" 176 8666.54750093318
"174" 177 6790.75987380268
"175" 178 7816.29084547816
"176" 179 8690.98687166527
"177" 180 8969.29744260971
"178" 181 9839.66483548991
"179" 182 8422.57126316672
"180" 183 7823.37383219939
"181" 184 7315.25403985179
"182" 185 9637.29251139128
"183" 186 8317.23396274669
"184" 187 8056.2025952242
"185" 188 6610.28228934326
"186" 189 6096.17003190679
"187" 190 5581.85793636808
"188" 191 2849.11154754802
"189" 192 0
"190" 193 846.241729497154
"191" 194 57.8149940821135
"192" 195 0
"193" 196 1355.24183659532
"194" 197 2688.65100685876
"195" 198 2965.13448893003
"196" 199 3189.18550085001
"197" 200 3359.15832298676
"198" 201 3497.05838168847
"199" 202 3778.793452375
"200" 203 3726.36327645372
"201" 204 4047.8960477746
"202" 205 4585.73852778478
"203" 206 6039.93324491529
"204" 207 6082.43799591709
"205" 208 4413.89134694273
"206" 209 4574.70965693202
"207" 210 4725.12516953256
"208" 211 4587.95333645945
"209" 212 4692.23581940933
"210" 213 4729.44953903702
"211" 214 4849.49902402795
"212" 215 4858.16903120587
"213" 216 4822.04322757377
"214" 217 4786.35834692076
"215" 218 4872.67812580801
"216" 219 5313.93834941426
"217" 220 5147.47783201707
"218" 221 5139.54945460053
"219" 222 5611.6669488918
"220" 223 5795.14370703628
"221" 224 6019.67776415543
"222" 225 5845.12498472775
"223" 226 4424.49697473718
"224" 227 4452.87688150004
"225" 228 3794.01334188835
"226" 229 3643.61722522422
"227" 230 4177.17618889366
"228" 231 4608.80440631383
"229" 232 4177.63436633709
"230" 233 4692.16010264465
"231" 234 5214.45119765292
"232" 235 5228.83745541004
"233" 236 5497.20046481967
"234" 237 5668.08000667411
"235" 238 5958.308358516
"236" 239 5356.73727215469
"237" 240 6231.98491897929
"238" 245 6837.92785952305
"239" 246 7001.14144293155
"240" 247 7604.19382218252
"241" 248 7250.56306191486
"242" 249 7653.65902891406
"243" 250 7567.88223914047
"244" 251 7791.04713099799
"245" 252 7209.08101053512
"246" 253 6273.78091164828
"247" 254 4954.39227081263
"248" 255 4688.59758138559
"249" 256 4522.00681012192
"250" 257 4376.19271013704
"251" 258 4348.80177312676
"252" 259 4364.94008544214
"253" 260 4628.19492502451
"254" 261 5356.8965495457
"255" 262 5378.55156686694
"256" 263 4894.16645012415
"257" 264 5594.96776822783
"258" 265 6059.45643512433
"259" 266 6044.38638519692
"260" 267 5171.89735332666
"261" 268 4119.52019616793
"262" 269 8807.68213644583
"263" 270 8451.91942326911
"264" 271 10321.6342087531
"265" 272 9956.65348615483
"266" 273 9951.77882004394
"267" 274 9592.96447468894
"268" 275 9897.34376741427
"269" 276 6791.42535874012
"270" 277 811.464598076483
"271" 278 0
"272" 279 -35.5739973227343
"273" 280 -12.5260886015093
"274" 281 884.714654502194
